id,brand,name,price,image_link,product_link,website_link,description,rating,category,product_type,colour_name
320,maybelline,Maybelline FIT ME! Matte + Poreless Foundation,10.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/257993e12625cc45a72ec03636ffa5c5_ra,w158,h184_pa,w158,h184.jpg",https://well.ca/products/maybelline-fit-me-matte-poreless_100974.html,https://well.ca,"Maybelline FIT ME! Matte + Poreless Foundation goes beyond  skin tone
 matching to fit the unique texture issues of normal to oily skin for 
the ultimate natural skin fit.

While some foundations can exaggerate pores and oily skin, only Maybelline's 
pore-minimizing foundation contains their genius blurring micro-powders 
that erase pores and absorb oil for a naturally matte and 
poreless-looking finish.Dermatologist and allergy tested.  Does not clog pores. Oil-free.

  
",4.4,liquid,foundation,"Classic Ivory (Light 2), Natural Beige (Medium 2.5), Natural Ivory (Light 3) ,Porcelain Ivory (Light 1), Pure Beige (Medium 2) "
317,maybelline,Maybelline Fit Me Foundation with SPF,10.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/eccb88d484b8c929fd349b0995a5dba2_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-fit-me-foundation-with_31187.html,https://well.ca,"It’s face makeup that fits you!Features: No oils, no waxes, no nonsenseNatural, Light to medium coverage that leaves skin the way it was meant to be. Fresh, breathing, flawless.Exclusive transluscent base and lightweight pigments allow skin’s natural highs and lows to show through.New shades formulated specifically for women of color contain 
revolutionary 5-D pigment technology to balance your skin’s authentic 
tones and highlights.SPF 18",3.8,liquid,foundation,"Classic Ivory (Light 2) ,Natural Beige (Medium 2.5), Natural Ivory (Light 3), Porcelain Ivory (Light 1), Pure Beige (Medium 2) "
309,maybelline,Maybelline Expert Wear Eye Shadow Quad ,8.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/c924006882e8e313d445a3a5394e4729_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-expert-wear-eye-shadow_79611.html,https://well.ca,"Easy to use, lots to choose!Maybelline Expert Wear Eye Shadow 
Quads have 4 coordinating shades with step by step application guide 
makes shadow easier than ever. The eyeshadows glide on effortlessly with
 superior smoothness and the velvet-tip applicator blends without 
tugging or pulling. Safe for sensitive eyes and contact lens wearers, 
ophthalmologist-tested.For best results sweep the brush 4 times:Apply base color. Sweep shade on lid. Contour crease and blend. Line around eye. ",4,,eyeshadow,
307,maybelline,Maybelline Eyestudio Color Tattoo Concentrated Crayon,10.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/3f9f894b56e0616e44c5ee01dea45217_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-eyestudio-color-tattoo_114535.html,https://well.ca,"Maybelline Eyestudio Color Tattoo Concentrated Crayons give you high-intensity color that looks vibrant all-day long.Features:Smooth, soft creamy finishPlayful intense colorsAll day tattoo tenacity. Playful color intensity. In an easy glide on crayon.",3,,eyeshadow,"Audacious Asphalt, Barely Beige, Bronze Truffle,Charcoal Chrome, Creamy Chocolate, Gold Rush, Grey Crystal, Lavish Lavender , Lilac Lust, Pink Parfait, "
295,maybelline,Maybelline The Nudes Eye Shadow Palette,17.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/201350fd3e173307ade44520dc87d8fb_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-the-nudes-eye-shadow_95144.html,https://well.ca,"Maybelline The Nudes Eye Shadow Palette let's you create looks from day to night. Deep to light. So try it out and create your ideal eye look today!Features: 
		
			
				13 looks in one Expert Wear eyeshadow palette
Extraordinary Colour, from soft highlights, to medium bronze, to rich black
From Maybelline's ultra-blendable pigments
Long Wear
		
			
				",2,palette,eyeshadow,
291,maybelline,Maybelline Eye Studio Color Tattoo 24HR Cream Gel Shadow Leather,8.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/cf21d194ab14ee3c527d02682c358a7a_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-eye-studio-color-tattoo_95143.html,https://well.ca,"
                       
	So rich. So creamy. Only Maybelline's cream gel eye shadow formula gets the look of couture leather so right!
		
			
				Dare to wear Maybelline Color Tattoo leather 24HR long wear eye shadow.Features: Ink technology creates 24HR wear shadow for our most intense, long-lasting color saturationCream eye shadow formula glides on without creasing and keeps color vibrantOphthalmologist-tested.  Safe for sensitive eyes and contact lens wearers
		Shade Range: 
	

                    
                ",4.3,,eyeshadow,"Chocolate Suede (95), Creamy Beige (80), Deep Forest (85), Dramatic Black (100) ,Vintage Plum (90) "
286,maybelline,Maybelline The Nudes Eyeshadow Palette in The Blushed Nudes,17.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/49d98e112e77d2a9a0c8fad28df89a1e_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-the-nudes-eyeshadow_107498.html,https://well.ca,Create looks from day to night and deep to light with Maybelline's The Blushed Nudes Eyeshadow Palette.Features:13 looks in one eyeshadow paletteExtraordinary colour from ultra-blendable pigmentsLong wear with sensual finish that lasts up to 12 hours,4.5,palette,eyeshadow,
279,maybelline,Maybelline Eye Studio Color Tattoo 24HR Cream Gel Shadow,8.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/c2ddacc79f4fdd3d23664581c76546bc_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-eye-studio-color-tattoo_50692.html,https://well.ca,"Dare to wear 24HR shadow!Maybelline's Color Tattoo Cream Gel Shadow uses ink technology for their most intense, long-lasting colour saturation. The cream formula glides on without creasing and keeps colour vibrant.Ophthalmologist-tested. Safe for sensitive eyes and contact lens wearers.
                    
                    
                    
                        
                        For best results: With 
fingertips, sweep all over eye from inner corner and work outwards. For
 added drama, darken as desired.               ",4.5,,eyeshadow,"Bad to the Bronze, Tenacious Teal, Too Cool, Tough as Taupe "
273,maybelline,Maybelline Eye Studio Color Tattoo 24HR Cream Gel Shadow ,8.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/58d07d24e39142e0c5a178b00b6b31f1_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-eye-studio-color-tattoo_67270.html,https://well.ca,"Dare to wear 24HR shadow!Maybelline's Color Tattoo Cream Gel 
Shadow uses ink technology for their most intense, long-lasting shimmery metallic shades﻿. The cream formula glides on without creasing and keeps 
colour vibrant.Ophthalmologist-tested. Safe for sensitive eyes and contact lens wearers.
                    
                    
                    
                        
                        Shade Range: For best results: With 
fingertips, sweep all over eye from inner corner and work outwards. For
 added drama, darken as desired.      ",4,,eyeshadow,"Inked in Pink (55) ,Silver Strike (60), Barely Branded (70) "
232,maybelline,Maybelline Line Express Eyeliner,7.29,"https://d3t32hsnjxo7q6.cloudfront.net/i/4e88f928ad91c88e2ecb8596431ce799_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-line-express-eyeliner_9738.html,https://well.ca,Maybelline Line Express Eyeliner's intense color formula + smart tip smudger makes this liner glide on smoothly and is easy to apply with just one stroke.Features: Creamy formula delivers intense colorContour smudger makes blending easyAll-day wearSafe for sensitive eyes and ophthalmologist-testedContact lens safe,4.5,pencil,eyeliner,
230,maybelline,Maybelline Unstoppable Eyeliner,8.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/bab89a9fe13b34235e0dd1f4f44c05cf_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-unstoppable-eyeliner_3737.html,https://well.ca,"Unstoppable Eyeliner allows ultra-smooth application for defined lines and eyes.
It is a self-sharpening mechanical pencil, and will hold your look in place all day long.
Waterproof.
Ophthalmologist tested, contact lens safe for sensitive eyes.
",4.3,pencil,eyeliner,"Onyx ,Pewter "
225,maybelline,Maybelline Color Show Kohl Liner,5.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/c2fcd605bbf3941b521fb74bfa942ac6_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-color-show-kohl-liner_101020.html,https://well.ca,"Maybelline Color Show Kohl Liner is the hottest new way to create statement eyes!The brightest colors. The easiest glide. Creamy, rich color has never 
been this precise!",,pencil,eyeliner,"Beauty Blue, Chocolate Chip ,Edgy Emerald, Marvelous Maroon, Sparkle Grey, Turquoise Flash, Ultra Black, Vibrant Violet "
221,maybelline,Maybelline Eye Studio Master Graphic in Striking Black,11.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/9c98f99f2033bb942286fa1bb32b4c51_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-eye-studio-master-graphic_112723.html,https://well.ca,Eye Studio Master Graphic Liquid Liner from Maybelline New York. Love the graphic look? This genius eyeliner automatically draws the boldest line with the sharpest edge! Features:Automatically draw the boldest line with the sharpest edgePitch black finishUse the flat side for bold line. Use the sharp tip for the edges,,liquid,eyeliner,
179,maybelline,Maybelline EyeStudio Master Precise Ink Pen Eyeliner,11.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/6edd2cadd1894a94f264ceb19f3d344b_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-eyestudio-master-precise_40535.html,https://well.ca,"Experience the new generation of liquid liner from Maybelline!              Ink technology keeps pigments super-saturatedSpring cap keeps the formula freshMost precise line for lasting intensity                                                    Safe for sensitive eyes and ophthalmologist-testedContact lens safeFor Best Results: 1. Start at inner corner of upper eye. Flare outward. 2. Create the sharpest design, uniquely your own.",4,liquid,eyeliner,
177,maybelline,Maybelline Line Stiletto Ultimate Precision Liquid Eyeliner,10.29,"https://d3t32hsnjxo7q6.cloudfront.net/i/350d6c6c2fa3add8ee40189cd19bfe0a_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-line-stiletto-ultimate_17295.html,https://well.ca,"Easily Creates Slender Lines

    Rich, Even Color
    All-Day Wear
    Smooth Glide Felt Tip
    Flexible tip guides on smoothly for the most precise control.
    All-day wear up to 8 hours
",4,liquid,eyeliner,"Blackest Black, Brown Black "
172,maybelline,Maybelline Liquid Eyeliner,10.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/316d25ac5676470d83612b9391678b0d_ra,w158,h184_pa,w158,h184.jpeg",https://well.ca/products/maybelline-liquid-eyeliner_3739.html,https://well.ca,"
Waterproof Liquid Eyeliner draws intense lining in an instant.
It glides on smoothly for even coverage.
The firm felt tip applicator allows easy control.
Waterproof, all-day wear.
",4.2,liquid,eyeliner,Black 
170,maybelline,Maybelline Eye Studio Lasting Drama Gel Eyeliner,11.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/2054f702d243c286219e0330af836bf5_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-eye-studio-lasting-drama_23247.html,https://well.ca,"Maybelline Eye Studio Lasting Drama Gel Eyeliner gives you smudge-proof lines that are waterproof for 24 hours. Features:            Oil-free formula holds highly concentrated pigments in a clear gel baseSmudge-proof and waterproof for 24 hoursMost intense line for lasting drama                                                    Safe for sensitive eyes and ophthalmologist-testedContact lens safe
		Removes easily with Expert Eyes® Moisturizing Eye Makeup Remover.Maybelline Eye Studio Lasting Drama Gel Eyeliner is one of our 10 Makeup Must Haves.  See the full list on The Well.  ",4.4,liquid,eyeliner,"Blackest Black 950 ,Brown 952 Charcoal 954 "
146,maybelline,Maybelline Color Show Nail Lacquer Jewels ,4.49,"https://d3t32hsnjxo7q6.cloudfront.net/i/f6239cbcd84fa838c461f020b86924aa_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-color-show-nail-lacquer_96730.html,https://well.ca,"Maybelline Color Show Nail Lacquer Jewels collection features jeweled nail lacquer top coats straight from the shows!Features:Adorns your nails with textured gem effectsTrendy top coat nail art designsEasy-flow brushFormaldehyde, DBP and Toluene freeShade Range: (left to right: Mosaic Prism, Platinum Adorn)For Best Results:First apply a clear base coat to prevent your nails from yellowing and to help your nail color last longer. Choose a base shade and with one sweep, paint the first line of nail polish up the center of your nail starting from the base to the tip.For the cleanest look, be sure to leave a small space at the base of the nail. Then apply nail color to the rest of the nail. Pick your textured top coat and paint over your base shade for a street styled nail art look.",3,,nail_polish,
145,maybelline,Maybelline Color Show Nail Lacquer Veils ,4.49,"https://d3t32hsnjxo7q6.cloudfront.net/i/64cbcfbd001435c3abc3d8f77c16a0bf_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-color-show-nail-lacquer_96731.html,https://well.ca,"Maybelline Color Show Nail Lacquer Veils collection gives you subtle shimmers to refined glitters in colours straight from the shows!Features:Trendy top coat nail art designsEasy-flow brushFormaldehyde, DBP and Toluene freeShade Range: (left to right: Amethyst Aura, Rose Mirage, Crystal Disguise)For Best Results:First
 apply a clear base coat to prevent your nails from yellowing and to 
help your nail color last longer. Choose a base shade and with one 
sweep, paint the first line of nail polish up the center of your nail 
starting from the base to the tip.For the cleanest look, be sure
 to leave a small space at the base of the nail. Then apply nail color 
to the rest of the nail. Pick your textured top coat and paint over your
 base shade for a street styled nail art look.",4,,nail_polish,Amethyst Aura 
133,maybelline,Maybelline Color Show Nail Lacquer ,4.49,"https://d3t32hsnjxo7q6.cloudfront.net/i/a05aa31a7e30d9d262ae36d0be2c4f87_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-color-show-nail-lacquer_78068.html,https://well.ca,"High fashion meets high-art. With Maybelline Color Show Nail Lacquer PolkaDots Collection you get 3D nail design for your fingertips!Features: 
Creates Hollywood-worthy special effectsChip-resistant formula Easy-flow brushFormaldehyde, DBP and Toluene freeShade Range: 
",3.3,,nail_polish,Drops of Jade  (55) 
97,maybelline,Maybelline Color Sensational Vivid Matte Liquid Lip Colour,12.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/d0b6855d9b603a00f776de498c971b88_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-color-sensational-vivid_114538.html,https://well.ca,"Bold, vivid color glides easily onto lips for a velvety matte finish with Maybelline Color Sensational Vivid Matte Liquid Lip Colour. 
Formula is comfortable and creamy with a smooth feel upon application. 
With full color coverage, the result is a rich, intense lip look in a 
range of colors from Nude Flush to Electric Pink to Vivid Violet.Features: Lip color glides on smooth to a matte finishInfused with pure pigments for high-impact colorCreamy liquid base for a soft, cushiony feel",,lipstick,lipstick,"Nude Thrill, Nude Flush, Pink Charge, Electric Pink, Fuchsia  Ecstasy, Orange Shot, Rebel Red, Berry Boost, Vivid Violet, Possessed Plum "
89,maybelline,Maybelline Color Sensational Rebel Bloom Lipcolour ,9.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/fb9e6485500135d94163577da4c3579b_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-color-sensational-rebel_101920.html,https://well.ca,"
                       
	Maybelline Color Sensational® Rebel Bloom lipstick offers vivacious pastels in a super-saturated lipcolour. Enjoy the kicky bouquet of lip colors in 
pinks, reds and mauves.  Features:Super-saturated pigments take fresh picked pastels to a new bright
Never dull, washed out or shy
Honey nectar adds a sumptuous feel

		Application: Apply lipcolor starting in the center of your upper lip. Work
 from the center to the outer edges of your lip, following the contours 
of your mouth. Then glide across the entire bottom lip.

		
	

                    ",3,lipstick,lipstick,"Barely Bloomed, Blushing Bud, Coral Burst, Lilac Flush,Petal Pink, Rose Rush "
85,maybelline,Maybelline Lip Studio Color Blur ,11.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/a1151b59f69491a75d9f8d80827bc1ee_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-lip-studio-color-blur_106565.html,https://well.ca,"Maybelline's Lip Studio Color Blur is a unique cream matte pencil with vivid colour.  The blurring smudger allows you to create your look from full on bold to softly blurred.Features:The cream matte pencil feels extremely smooth and comfortable on lips The blurring smudger means you can create your own looks from full-on bold to softly blurredColor Blur comes in many shades ranging from vivids to neutralsHow to Use: To achieve the softly blurred look, apply colour in the center of your top and bottom lips. Using the smudger, gently blur the colour out towards the edges of your top lip and then bottom lip.",,lipstick,lipstick,"Berry Misbehaved, Cherry Cherry Bang Bang,  Fast & Fuchsia,  I Like to Mauve It, I'm Blushing!, My-My Magenta, Partner in Crimson, Pink Insanity,  Plum Please"
73,maybelline,Maybelline Color Sensational The Buffs Lipcolour,9.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/27afa69db661563a1d6135bb5f6079dd_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-color-sensational-the_88857.html,https://well.ca,"Raw. Real. Pigments explode with sensuous impact…sensational! Maybelline Color Sensational The Buffs Lipcolour have true nude lip color pigments for honest flesh tone color. This range has it all, from blushing beige, to bronze, to espresso.
		For Best Results: Apply your nude lip color lipstick by starting in the center 
of your upper lip. Work from the center to the outer edges of your lip, 
following the contours of your mouth. Then glide across the entire 
bottom lipShade Range: 
	

                    ",4.8,lipstick,lipstick,"Bare All, Blushing Beige, Nude Lust, Maple Kiss,Truffle Tease,  Stormy Sahara, Untainted Spice, Expresso Exposed  "
72,maybelline,Maybelline Color Sensational Vivids Lipcolour,9.99,"https://d3t32hsnjxo7q6.cloudfront.net/i/0d31f41c37fd18dfc02daa1671719378_ra,w158,h184_pa,w158,h184.png",https://well.ca/products/maybelline-color-sensational-vivids_66103.html,https://well.ca,"With Maybelline Colour Sensational Vivids Lipcolour bright goes gorgeous, never garish!Get brighter color from Maybelline's exclusive vivid pigments.﻿ Plus get creamier feel from nourishing honey nectar.﻿ Features: Be bright and gorgeousExclusive Vivid colors are brighterHoney nectar formula nourishes lips﻿For Best Results: Apply lipcolor starting in the center of your upper lip. Work from the center to the outer edges of your lip, following the contours of your mouth. Then glide across the entire bottom lip.﻿Shade Range: ",5,lipstick,lipstick,"Vivid Rose (825), Fuchsia Flash (865), Shocking Coral (870), Electric Orange (880), Pink Pop (880), On Fire Red (895) "
